X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Cód__Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Tipo_Cal_1,Fallecid_1,Graves_1,Menos_Gr_1,Leves_1,Tipo,Servicio
-7872840.02226965,-3955946.60798699,781,2,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131170322,NEPTUNO,131170152,GRAL OSCAR BONILLA, ,GRAL OSCAR BONILLA - NEPTUNO,NEPTUNO @ GRAL OSCAR BONILLA,CONCRETO,0,1,0,1,BICICLETA,PARTICULAR
-7872815.3641657,-3949306.46157746,782,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280121,CALLE 5,131280119,CALLE 3, ,CALLE 3 - CALLE 5,CALLE 5 @ CALLE 3,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7872783.60841617,-3954406.56382357,783,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131170415,SAN PABLO,131170410,SAN GENARO, ,SAN GENARO - SAN PABLO,SAN PABLO @ SAN GENARO,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7872778.91956715,-3956930.05753172,784,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131060432,LOS PAJARITOS,131060154,DEL PARQUE, ,DEL PARQUE - LOS PAJARITOS,LOS PAJARITOS @ DEL PARQUE,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7872765.62308217,-3958301.85782583,785,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190025,5 DE ABRIL,131192959,STA CORINA, ,5 DE ABRIL - STA CORINA,5 DE ABRIL @ STA CORINA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7872712.4501568,-3944047.38403745,786,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250482,MANUEL ANTONIO MATTA,131250286,HUMBERTO CARO, ,HUMBERTO CARO - MANUEL ANTONIO MATTA,MANUEL ANTONIO MATTA @ HUMBERTO CARO,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7872670.0725164,-3954274.91058095,787,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131170413,SAN HERNAN,131170233,LAS CANAS, ,LAS CANAS - SAN HERNAN,SAN HERNAN @ LAS CANAS,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7872665.33361135,-3944057.36444305,788,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250482,MANUEL ANTONIO MATTA,131250379,LO CRUZAT, ,LO CRUZAT - MANUEL ANTONIO MATTA,MANUEL ANTONIO MATTA @ LO CRUZAT,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7872664.24719514,-3954410.05289086,789,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131170415,SAN PABLO, , ,6084,- SAN PABLO,6084 SAN PABLO,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7872662.29811321,-3948644.36122244,790,2,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280323,JOSE MANUEL BALMACEDA,131280505,MANUEL RODRIGUEZ, ,JOSE MANUEL BALMACEDA - MANUEL RODRIGUEZ,JOSE MANUEL BALMACEDA @ MANUEL RODRIGUEZ,ASFALTO,0,1,0,1,BICICLETA,PARTICULAR
-7872645.82136802,-3954385.99837215,791,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131170415,SAN PABLO,131170407,SAN ALBERTO, ,SAN ALBERTO - SAN PABLO,SAN PABLO @ SAN ALBERTO,ASFALTO,0,0,1,0,BICICLETA,PARTICULAR
-7872627.78767989,-3953073.79462049,792,1,CERRO NAVIA,2016,1,13103,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131030467,NEPTUNO,131030685,VICUNA ROZAS, ,NEPTUNO - VICUNA ROZAS,NEPTUNO @ VICUNA ROZAS,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7872537.37636735,-3952501.58228249,793,1,CERRO NAVIA,2016,1,13103,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131030467,NEPTUNO, , ,1530,- NEPTUNO,1530 NEPTUNO,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7872527.06822772,-3938232.55542825,794,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250560,PDTE EDUARDO FREI MONTALVA, , ,14800,- PDTE EDUARDO FREI MONTALVA,14800 PDTE EDUARDO FREI MONTALVA,ASFALTO,1,0,0,0,BICICLETA,PARTICULAR
-7872502.33303747,-3948791.55280343,795,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280544,NAPOLES, , ,1496,- NAPOLES,1496 NAPOLES,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7872472.10249536,-3954244.51681708,796,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131170411,SAN GERMAN,131170233,LAS CANAS, ,LAS CANAS - SAN GERMAN,SAN GERMAN @ LAS CANAS,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7872397.83335346,-3951932.124851,797,1,CERRO NAVIA,2016,1,13103,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131030467,NEPTUNO,131030426,MAPOCHO, ,MAPOCHO - NEPTUNO,NEPTUNO @ MAPOCHO,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7872372.97872951,-3963807.94164319,798,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020090,CAMINO A LONQUEN,131020032,AMERICO VESPUCIO, ,AMERICO VESPUCIO - CAMINO A LONQUEN,CAMINO A LONQUEN @ AMERICO VESPUCIO,ASFALTO,0,0,1,0,BICICLETA,PARTICULAR
-7872360.65142949,-3956066.04210053,799,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131170152,GRAL OSCAR BONILLA,131170310,MIN GANA, ,GRAL OSCAR BONILLA - MIN GANA,GRAL OSCAR BONILLA @ MIN GANA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7872333.34666269,-3965451.18633479,800,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131020296,LO ESPEJO,131020017,AEROPUERTO, ,AEROPUERTO - LO ESPEJO,LO ESPEJO @ AEROPUERTO,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7872237.39264527,-3948763.13722335,801,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280323,JOSE MANUEL BALMACEDA, , ,4726,- JOSE MANUEL BALMACEDA,4726 JOSE MANUEL BALMACEDA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7872201.91162542,-3954996.86500395,802,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131170211,LA COMUNA,131170339,PARDO VILLALON, ,LA COMUNA - PARDO VILLALON,LA COMUNA @ PARDO VILLALON,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7872191.70830312,-3960675.39672035,803,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131020101,CERRILLOS,131020429,RAPA NUI, ,CERRILLOS - RAPA NUI,CERRILLOS @ RAPA NUI,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7872176.69539666,-3944176.0821823,804,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250482,MANUEL ANTONIO MATTA,131250003,4 ORIENTE, ,4 ORIENTE - MANUEL ANTONIO MATTA,MANUEL ANTONIO MATTA @ 4 ORIENTE,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7872159.51346204,-3941420.77618847,805,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250331,LAS ESTERAS SUR, , ,2501,- LAS ESTERAS SUR,2501 LAS ESTERAS SUR,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7872153.54678254,-3950499.53048169,806,1,CERRO NAVIA,2016,1,13103,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131030088,CARRASCAL,131030608,SAN VICENTE PALLOTTI, ,CARRASCAL - SAN VICENTE PALLOTTI,CARRASCAL @ SAN VICENTE PALLOTTI,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871990.92112838,-3954636.07353046,807,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131170433,STA MARTA,131170377,REINA MAUD, ,REINA MAUD - STA MARTA,STA MARTA @ REINA MAUD,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871919.1342653,-3944775.84267743,808,3,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250377,LO CAMPINO,131250011,ALC GUZMAN, ,ALC GUZMAN - LO CAMPINO,LO CAMPINO @ ALC GUZMAN,CONCRETO,0,1,1,1,BICICLETA,PARTICULAR
-7871897.8558448,-3948994.08304482,809,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131280262,FRANCISCO ERRAZURIZ,131280075,ARTURO PRAT, ,ARTURO PRAT - FRANCISCO ERRAZURIZ,FRANCISCO ERRAZURIZ @ ARTURO PRAT,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871886.12391128,-3939967.09994525,810,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250560,PDTE EDUARDO FREI MONTALVA, , ,9700,- PDTE EDUARDO FREI MONTALVA,9700 PDTE EDUARDO FREI MONTALVA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871853.26793007,-3943403.90718407,811,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131250673,SEPTIMO DE LINEA, , ,0,- SEPTIMO DE LINEA,0 SEPTIMO DE LINEA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871812.40458487,-3944089.93927129,812,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131250482,MANUEL ANTONIO MATTA,131250376,LO CAMPINO, ,LO CAMPINO - MANUEL ANTONIO MATTA,MANUEL ANTONIO MATTA @ LO CAMPINO,ASFALTO,1,0,0,0,BICICLETA,PARTICULAR
-7871801.57716393,-3962611.46403524,813,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020397,PEDRO AGUIRRE CERDA,131020169,EL MIRADOR, ,EL MIRADOR - PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA @ EL MIRADOR,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871475.94292693,-3951986.2186034,814,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131260072,CATAMARCA,131260277,PADRE TADEO, ,CATAMARCA - PADRE TADEO,CATAMARCA @ PADRE TADEO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7871464.49831506,-3953350.36181208,815,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131260397,VICUNA ROZAS,131260162,HOSTOS, ,HOSTOS - VICUNA ROZAS,VICUNA ROZAS @ HOSTOS,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871438.49220205,-3954156.53381612,816,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131170415,SAN PABLO,131170440,TALCAHUANO, ,SAN PABLO - TALCAHUANO,SAN PABLO @ TALCAHUANO,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7871405.73813494,-3961970.89891503,817,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020294,LO ERRAZURIZ,131020397,PEDRO AGUIRRE CERDA, ,LO ERRAZURIZ - PEDRO AGUIRRE CERDA,LO ERRAZURIZ @ PEDRO AGUIRRE CERDA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871355.90965356,-3949157.02988552,818,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280220,DOMINGO SANTA MARIA,131280547,NICANOR FAJARDO, ,DOMINGO SANTA MARIA - NICANOR FAJARDO,DOMINGO SANTA MARIA @ NICANOR FAJARDO,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871328.97039593,-3948970.303961,819,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280323,JOSE MANUEL BALMACEDA,131280547,NICANOR FAJARDO, ,JOSE MANUEL BALMACEDA - NICANOR FAJARDO,JOSE MANUEL BALMACEDA @ NICANOR FAJARDO,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7871120.98686509,-3956185.19917637,820,1,LO PRADO,2016,1,13117,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131170253,LIBER BERNARDO O`HIGGINS,131170159,HERA, ,HERA - LIBER BERNARDO O`HIGGINS,LIBER BERNARDO O`HIGGINS @ HERA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7871113.59959528,-3957231.7990311,821,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131060011,5 DE ABRIL,131060501,MIGUEL DE CERVANTES, ,5 DE ABRIL - MIGUEL DE CERVANTES,5 DE ABRIL @ MIGUEL DE CERVANTES,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7871110.14142397,-3949401.24733233,822,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131280053,ANIBAL MONTT,131280198,COST NORTE, ,ANIBAL MONTT - COST NORTE,ANIBAL MONTT @ COST NORTE,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7871105.8609321,-3954065.93353093,823,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131260200,LAS REJAS NORTE, , ,653,- LAS REJAS NORTE,653 LAS REJAS NORTE,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7871085.8073828,-3953811.51680987,824,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131260362,SERGIO VALDOVINOS,131170003,9 DE JULIO, ,9 DE JULIO - SERGIO VALDOVINOS,SERGIO VALDOVINOS @ 9 DE JULIO,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7870953.18041119,-3953345.73110265,825,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260397,VICUNA ROZAS,131260172,JOSE BESA, ,JOSE BESA - VICUNA ROZAS,VICUNA ROZAS @ JOSE BESA,ASFALTO,0,0,1,0,BICICLETA,PARTICULAR
-7870882.53252316,-3952835.32035159,826,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131260174,JOSE JOAQUIN PEREZ, , ,5058,- JOSE JOAQUIN PEREZ,5058 JOSE JOAQUIN PEREZ,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7870875.71028589,-3949156.88969536,827,2,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280220,DOMINGO SANTA MARIA,131280389,LAUTARO, ,DOMINGO SANTA MARIA - LAUTARO,DOMINGO SANTA MARIA @ LAUTARO,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7870866.41958525,-3950450.05355349,828,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131260212,LO ESPINOZA,131260222,LOS SAUCES, ,LO ESPINOZA - LOS SAUCES,LO ESPINOZA @ LOS SAUCES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7870860.30824381,-3956808.77917997,829,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131060426,LOS GLADIOLOS,131060390,LAS REJAS SUR, ,LAS REJAS SUR - LOS GLADIOLOS,LOS GLADIOLOS @ LAS REJAS SUR,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7870818.89288064,-3956118.30664995,830,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131060407,LIBER BERNARDO O`HIGGINS, , ,4847,- LIBER BERNARDO O`HIGGINS,4847 LIBER BERNARDO O`HIGGINS,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7870788.38923279,-3960960.76583587,831,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020397,PEDRO AGUIRRE CERDA,131020266,LAS AMERICAS, ,LAS AMERICAS - PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA @ LAS AMERICAS,ASFALTO,0,0,1,0,BICICLETA,PARTICULAR
-7870774.19404174,-3949209.79715371,832,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280220,DOMINGO SANTA MARIA,131280097,BLANCO ENCALADA, ,BLANCO ENCALADA - DOMINGO SANTA MARIA,DOMINGO SANTA MARIA @ BLANCO ENCALADA,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7870744.87752284,-3949243.1345518,833,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280731,SENADOR JAIME GUZMAN,131280220,DOMINGO SANTA MARIA, ,DOMINGO SANTA MARIA - SENADOR JAIME GUZMAN,SENADOR JAIME GUZMAN @ DOMINGO SANTA MARIA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7870730.12670979,-3956170.98434115,834,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131060407,LIBER BERNARDO O`HIGGINS, , ,4910,- LIBER BERNARDO O`HIGGINS,4910 LIBER BERNARDO O`HIGGINS,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7870670.00370402,-3956075.49325053,835,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,LIBER BERNARDO O`HIGGINS,131060528,PABLO NERUDA, ,LIBER BERNARDO O`HIGGINS - PABLO NERUDA,LIBER BERNARDO O`HIGGINS @ PABLO NERUDA,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7870665.46842693,-3958527.6120993,836,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131060390,LAS REJAS SUR,131060448,LUIS INFANTE CERDA, ,LAS REJAS SUR - LUIS INFANTE CERDA,LAS REJAS SUR @ LUIS INFANTE CERDA,CONCRETO,0,0,1,0,BICICLETA,PARTICULAR
-7870657.66368978,-3963234.32059461,837,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131020396,PDTE SALVADOR ALLENDE,131020087,CALLE 1, ,CALLE 1 - PDTE SALVADOR ALLENDE,PDTE SALVADOR ALLENDE @ CALLE 1,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7870652.75519488,-3957153.60139926,838,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131060264,GUADAL, , ,934,- GUADAL,934 GUADAL,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7870523.77870987,-3960559.99483769,839,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131020397,PEDRO AGUIRRE CERDA,131020270,LAS ENCINAS, ,LAS ENCINAS - PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA @ LAS ENCINAS,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7870504.67452335,-3948827.12310259,840,2,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280731,SENADOR JAIME GUZMAN,131280144,CAUPOLICAN, ,CAUPOLICAN - SENADOR JAIME GUZMAN,SENADOR JAIME GUZMAN @ CAUPOLICAN,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7870489.31462845,-3951291.11295582,841,3,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260069,CARRASCAL,131260334,RADAL, ,CARRASCAL - RADAL,CARRASCAL @ RADAL,ASFALTO,0,2,0,1,BICICLETA,PARTICULAR
-7870458.30451363,-3951849.88672433,842,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260347,SALVADOR GUTIERREZ,131260037,AYUNTAMIENTO, ,AYUNTAMIENTO - SALVADOR GUTIERREZ,SALVADOR GUTIERREZ @ AYUNTAMIENTO,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7870437.23512713,-3953638.12984715,843,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131260293,PROGRESO,131260119,EDISON, ,EDISON - PROGRESO,PROGRESO @ EDISON,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-7870413.76094854,-3952389.85041376,844,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131260231,MAPOCHO,131260355,SANTIAGO DE URIONA, ,MAPOCHO - SANTIAGO DE URIONA,MAPOCHO @ SANTIAGO DE URIONA,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7870385.87182758,-3947638.53455847,845,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131280637,PTO MONTT,131280060,APOSTOL SANTIAGO, ,APOSTOL SANTIAGO - PTO MONTT,PTO MONTT @ APOSTOL SANTIAGO,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7870243.48012466,-3963516.84488584,846,1,P. AGUIRRE CERDA,2016,1,13121,13,REGION METROPOLITANA,1,URBANA,21,ENLACE A NIVEL,131210149,CERRILLOS,131210226,GRAL VELASQUEZ, ,CERRILLOS - GRAL VELASQUEZ,CERRILLOS @ GRAL VELASQUEZ,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7870165.45437737,-3956800.64397675,847,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131060011,5 DE ABRIL,131060173,EL CARMELO, ,5 DE ABRIL - EL CARMELO,5 DE ABRIL @ EL CARMELO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7870154.73858138,-3953034.06390315,848,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260023,ANDES,131260374,STA GENOVEVA, ,ANDES - STA GENOVEVA,ANDES @ STA GENOVEVA,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-7870148.9221701,-3959386.452629,849,1,CERRILLOS,2016,1,13102,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131020468,SUIZA,131020349,LUCERNA, ,LUCERNA - SUIZA,SUIZA @ LUCERNA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7870076.3912741,-3948513.77885517,850,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280731,SENADOR JAIME GUZMAN,131280060,APOSTOL SANTIAGO, ,APOSTOL SANTIAGO - SENADOR JAIME GUZMAN,SENADOR JAIME GUZMAN @ APOSTOL SANTIAGO,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-7870046.23091055,-3955588.80980151,851,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131060163,ECUADOR,131060068,BLANCO GARCES, ,BLANCO GARCES - ECUADOR,ECUADOR @ BLANCO GARCES,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7870046.02878427,-3953719.15086136,852,1,QUINTA NORMAL,2016,1,13126,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131260354,SAN PABLO,131260374,STA GENOVEVA, ,SAN PABLO - STA GENOVEVA,SAN PABLO @ STA GENOVEVA,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-7870035.72755238,-3947676.15234149,853,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131280372,LAS MARGARITAS,131280637,PTO MONTT, ,LAS MARGARITAS - PTO MONTT,LAS MARGARITAS @ PTO MONTT,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-7870026.65429516,-3944872.30972922,854,2,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250559,PDTE EDUARDO FREI MONTALVA, , ,7000,- PDTE EDUARDO FREI MONTALVA,7000 PDTE EDUARDO FREI MONTALVA,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-7869978.61071192,-3955902.54573525,855,1,ESTACION CENTRAL,2016,1,13106,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,LIBER BERNARDO O`HIGGINS,131060254,GRAL AMENGUAL, ,GRAL AMENGUAL - LIBER BERNARDO O`HIGGINS,LIBER BERNARDO O`HIGGINS @ GRAL AMENGUAL,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-7869941.99942677,-3947378.45476101,856,1,RENCA,2016,1,13128,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,131280806,VILLARRICA,131280405,LOS ACEBOS, ,LOS ACEBOS - VILLARRICA,VILLARRICA @ LOS ACEBOS,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
